<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
AMBV4.SA,D,20060612,000000,882.0000,894.9900,847.0100,850.0000,292100,0
AMBV4.SA,D,20060613,000000,860.0000,860.0000,806.4000,806.5000,387400,0
AMBV4.SA,D,20060614,000000,830.0000,830.0000,795.0100,804.0000,591000,0
AMBV4.SA,D,20060615,000000,804.0000,804.0000,804.0000,804.0000,0,0
AMBV4.SA,D,20060616,000000,821.0000,849.9900,811.0100,830.0000,203200,0
AMBV4.SA,D,20060619,000000,840.0000,858.8800,813.0000,835.0000,345700,0
AMBV4.SA,D,20060620,000000,830.0000,857.0000,830.0000,846.5000,303300,0
AMBV4.SA,D,20060621,000000,849.0000,865.5900,845.4900,857.9900,239600,0
AMBV4.SA,D,20060622,000000,850.0100,869.9900,850.0000,860.5000,129700,0
AMBV4.SA,D,20060623,000000,860.4900,866.4700,847.0300,849.0000,167500,0
AMBV4.SA,D,20060626,000000,855.9900,855.9900,835.0000,843.0000,100400,0
AMBV4.SA,D,20060627,000000,842.0000,856.9900,839.9000,840.0000,65200,0
AMBV4.SA,D,20060628,000000,837.0200,854.9900,837.0000,854.0000,131100,0
AMBV4.SA,D,20060629,000000,854.9000,890.0000,852.0100,890.0000,287300,0
AMBV4.SA,D,20060630,000000,890.0000,900.0100,885.0000,900.0100,177800,0
AMBV4.SA,D,20060703,000000,910.0000,949.9800,903.9900,939.9900,205000,0
AMBV4.SA,D,20060704,000000,939.9900,945.9900,921.0000,943.0000,78400,0
AMBV4.SA,D,20060705,000000,940.0000,940.0000,907.0000,920.0000,266600,0
AMBV4.SA,D,20060706,000000,929.9900,929.9900,901.5000,907.0000,241100,0
AMBV4.SA,D,20060707,000000,910.5000,910.5000,897.0000,910.0000,216300,0
AMBV4.SA,D,20060710,000000,910.0000,918.0000,893.0000,895.0000,83600,0
AMBV4.SA,D,20060711,000000,900.0000,909.9800,884.5000,900.0000,115800,0
AMBV4.SA,D,20060712,000000,900.0000,904.9900,885.0000,885.0000,248900,0
AMBV4.SA,D,20060713,000000,884.0000,888.9900,855.0000,888.0000,243200,0
AMBV4.SA,D,20060714,000000,888.9900,888.9900,835.0000,868.0000,1087300,0
AMBV4.SA,D,20060717,000000,845.0200,865.0000,840.2300,862.0000,682600,0
AMBV4.SA,D,20060718,000000,858.0000,870.9800,835.0200,863.0000,1007600,0
AMBV4.SA,D,20060719,000000,860.0000,885.0000,853.8500,883.0000,261300,0
AMBV4.SA,D,20060720,000000,885.0000,900.0000,868.0000,872.0000,91000,0
AMBV4.SA,D,20060721,000000,870.2200,888.0000,865.2200,871.0000,98200,0
AMBV4.SA,D,20060724,000000,888.0000,896.9000,877.1600,886.1000,181800,0
AMBV4.SA,D,20060725,000000,886.1000,899.8600,878.1000,898.0000,791200,0
AMBV4.SA,D,20060726,000000,899.0000,899.0000,880.0300,885.5000,278700,0
AMBV4.SA,D,20060727,000000,890.0000,900.0000,873.3200,879.0000,160200,0
AMBV4.SA,D,20060728,000000,887.0100,889.9900,876.0000,883.0000,261300,0
AMBV4.SA,D,20060731,000000,885.0100,888.0000,870.2200,871.0000,160600,0
AMBV4.SA,D,20060801,000000,890.0000,890.0000,860.2200,875.0000,185600,0
AMBV4.SA,D,20060802,000000,880.0000,900.0000,876.0000,894.0100,305700,0
AMBV4.SA,D,20060803,000000,879.2800,899.5000,879.2800,895.0000,231000,0
AMBV4.SA,D,20060804,000000,904.5000,909.0000,888.5500,900.0000,276000,0
AMBV4.SA,D,20060807,000000,897.5100,901.7000,880.2200,884.0000,109100,0
AMBV4.SA,D,20060808,000000,894.0000,900.0000,882.0000,888.0000,176000,0
AMBV4.SA,D,20060809,000000,890.0000,908.9900,890.0000,893.0000,272700,0
AMBV4.SA,D,20060810,000000,878.0000,906.0000,860.0000,887.9900,215300,0
AMBV4.SA,D,20060811,000000,905.0000,905.0000,871.0000,885.0000,252600,0
AMBV4.SA,D,20060814,000000,885.0000,893.0100,875.0800,883.0000,186500,0
AMBV4.SA,D,20060815,000000,893.0100,907.0000,888.0000,903.0000,292400,0
AMBV4.SA,D,20060816,000000,903.9900,916.9900,890.1100,912.1000,649700,0
AMBV4.SA,D,20060817,000000,905.0000,940.0000,905.0000,934.0000,270400,0
AMBV4.SA,D,20060818,000000,939.9800,939.9900,920.0100,928.0000,115900,0
AMBV4.SA,D,20060821,000000,920.0000,937.0000,917.0000,937.0000,121300,0
AMBV4.SA,D,20060822,000000,937.0000,938.0000,926.1000,928.5100,391100,0
AMBV4.SA,D,20060823,000000,928.0000,928.0000,917.0100,920.0000,290300,0
AMBV4.SA,D,20060824,000000,920.0100,929.0000,913.0000,924.5000,296700,0
AMBV4.SA,D,20060825,000000,928.0000,938.0000,921.0000,935.0000,150100,0
AMBV4.SA,D,20060828,000000,936.0000,950.0000,910.0000,947.0000,248800,0
AMBV4.SA,D,20060829,000000,947.0000,963.3000,943.0200,962.9900,154200,0
AMBV4.SA,D,20060830,000000,962.9900,965.5200,948.0100,955.5000,103800,0
AMBV4.SA,D,20060831,000000,957.0100,969.0000,955.0000,963.0000,457300,0
AMBV4.SA,D,20060901,000000,963.0000,989.7900,963.0000,981.0000,412400,0
AMBV4.SA,D,20060904,000000,980.9900,990.0000,965.0000,970.0200,221300,0
AMBV4.SA,D,20060905,000000,974.0000,979.9600,964.0000,971.5000,247200,0
AMBV4.SA,D,20060906,000000,965.0000,978.5900,951.3000,951.3000,231200,0
AMBV4.SA,D,20060907,000000,951.3000,951.3000,951.3000,951.3000,0,0
AMBV4.SA,D,20060908,000000,942.0100,963.8000,942.0100,957.0000,226200,0
AMBV4.SA,D,20060911,000000,957.5000,964.9900,942.0600,953.0000,300300,0
AMBV4.SA,D,20060912,000000,941.0000,960.7000,941.0000,957.0100,230600,0
AMBV4.SA,D,20060913,000000,958.0000,970.0000,950.0300,968.0000,272800,0
AMBV4.SA,D,20060914,000000,965.0000,972.0900,965.0000,970.0000,225600,0
AMBV4.SA,D,20060915,000000,968.0000,972.0900,966.0100,970.0000,193800,0
AMBV4.SA,D,20060918,000000,970.0000,985.0000,970.0000,977.0000,153800,0
AMBV4.SA,D,20060919,000000,977.0000,977.0000,961.0100,974.0000,357700,0
AMBV4.SA,D,20060920,000000,971.0000,985.0000,965.0100,974.0100,546900,0
AMBV4.SA,D,20060921,000000,960.0200,980.7400,935.0200,940.0000,509100,0
AMBV4.SA,D,20060922,000000,940.0000,970.0000,934.9900,970.0000,699500,0
AMBV4.SA,D,20060925,000000,970.0000,984.5000,962.0200,977.0000,647000,0
AMBV4.SA,D,20060926,000000,980.0000,989.0000,958.0100,989.0000,373500,0
AMBV4.SA,D,20060927,000000,976.0000,992.0000,955.0100,980.0000,239500,0
AMBV4.SA,D,20060928,000000,981.0000,994.9900,972.6900,990.0000,301000,0
AMBV4.SA,D,20060929,000000,990.0000,990.0000,969.4400,985.0000,297800,0
AMBV4.SA,D,20061002,000000,985.2100,999.0000,980.9900,991.0000,361400,0
AMBV4.SA,D,20061003,000000,989.5000,1004.0000,989.5000,996.0100,289400,0
AMBV4.SA,D,20061004,000000,1004.0000,1004.0000,994.0000,998.0000,540100,0
AMBV4.SA,D,20061006,000000,982.0400,1000.5000,982.0300,997.9000,276800,0
AMBV4.SA,D,20061009,000000,997.0100,1003.9800,987.0100,997.0100,100,0
AMBV4.SA,D,20061011,000000,988.0600,999.9900,988.0000,988.0000,447800,0
AMBV4.SA,D,20061012,000000,988.0000,988.0000,988.0000,988.0000,0,0
AMBV4.SA,D,20061013,000000,1003.9900,1003.9900,988.0000,1000.0000,751600,0
AMBV4.SA,D,20061016,000000,987.0000,1001.0000,986.0000,987.0000,190500,0
AMBV4.SA,D,20061017,000000,987.1000,987.1000,976.0900,982.5000,664100,0
AMBV4.SA,D,20061018,000000,984.5500,996.7700,972.0000,978.0100,471300,0
AMBV4.SA,D,20061019,000000,979.9900,980.0000,971.0000,975.0000,375100,0
AMBV4.SA,D,20061020,000000,973.0000,979.0000,947.0000,951.0000,199200,0
AMBV4.SA,D,20061023,000000,945.0100,965.0000,945.0100,965.0000,403300,0
AMBV4.SA,D,20061024,000000,974.0000,974.0000,945.5000,950.0000,133900,0
AMBV4.SA,D,20061025,000000,950.0100,958.5000,926.0000,933.0000,424600,0
AMBV4.SA,D,20061026,000000,940.0000,948.9900,923.2500,923.2500,482500,0
AMBV4.SA,D,20061027,000000,917.0000,930.0000,912.9800,915.1000,433000,0
AMBV4.SA,D,20061030,000000,927.9900,928.0000,907.1700,914.5000,281100,0
AMBV4.SA,D,20061031,000000,924.0000,944.5000,923.4000,940.0000,378200,0
AMBV4.SA,D,20061101,000000,940.0000,964.0000,940.0000,957.0000,416800,0
AMBV4.SA,D,20061102,000000,957.0000,957.0000,957.0000,957.0000,0,0
AMBV4.SA,D,20061103,000000,954.0000,961.9900,944.0000,951.0000,148800,0
AMBV4.SA,D,20061106,000000,952.0300,961.0000,937.0000,955.0000,432100,0
AMBV4.SA,D,20061107,000000,951.0000,974.5000,945.0200,973.9900,483700,0
AMBV4.SA,D,20061108,000000,968.0000,973.9900,960.0200,968.0000,245900,0
AMBV4.SA,D,20061109,000000,974.6900,994.0000,940.0000,965.0000,476800,0
AMBV4.SA,D,20061110,000000,970.0000,991.0000,968.0200,989.0000,264600,0
AMBV4.SA,D,20061113,000000,980.0000,992.4800,974.5000,990.0100,259400,0
AMBV4.SA,D,20061121,000000,1015.0000,1015.0000,991.0000,998.0000,232000,0
AMBV4.SA,D,20061127,000000,1001.0300,1014.9900,991.0000,992.5000,508100,0
AMBV4.SA,D,20061128,000000,998.5000,1000.0000,979.0000,988.0000,304500,0
AMBV4.SA,D,20061129,000000,992.0000,1004.5000,990.0000,1000.0000,414000,0
AMBV4.SA,D,20061130,000000,1013.0000,1013.0000,987.0000,999.5000,389800,0
AMBV4.SA,D,20061201,000000,1014.9900,1014.9900,991.0100,993.0000,351700,0
AMBV4.SA,D,20070802,000000,130.2000,130.2000,126.4300,127.4900,248600,0
AMBV4.SA,D,20070803,000000,128.5000,129.0500,123.0400,126.0000,292200,0
AMBV4.SA,D,20070806,000000,126.0000,126.5000,123.5100,125.0200,335600,0
AMBV4.SA,D,20070807,000000,127.0000,128.3500,124.3000,127.0000,242700,0
AMBV4.SA,D,20070808,000000,128.9900,133.6000,128.6100,133.6000,262700,0
AMBV4.SA,D,20070809,000000,131.9900,132.4800,127.1200,128.0000,271700,0
AMBV4.SA,D,20070810,000000,127.1000,131.0000,123.6100,127.5000,257300,0
AMBV4.SA,D,20070813,000000,127.7300,133.0000,127.7300,130.5000,311900,0
AMBV4.SA,D,20070814,000000,130.0600,132.7600,128.3000,129.5100,427000,0
AMBV4.SA,D,20070815,000000,128.3000,129.0000,120.0000,125.0000,677800,0
AMBV4.SA,D,20070816,000000,118.0000,120.0000,112.0000,120.0000,954000,0
AMBV4.SA,D,20070817,000000,121.0000,123.5000,116.4000,118.1600,849600,0
AMBV4.SA,D,20070820,000000,120.0000,126.5000,119.0000,125.4700,562200,0
AMBV4.SA,D,20070821,000000,126.0000,128.0900,123.4900,127.0000,541000,0
AMBV4.SA,D,20070822,000000,129.9900,130.3300,127.5000,128.5000,275400,0
AMBV4.SA,D,20070823,000000,130.9000,130.9800,124.5000,129.0000,483000,0
AMBV4.SA,D,20070824,000000,128.8900,130.0000,126.5900,130.0000,228600,0
AMBV4.SA,D,20070827,000000,128.5500,130.4900,128.0600,130.2900,143600,0
AMBV4.SA,D,20070828,000000,129.0000,129.9800,126.3700,127.7000,424700,0
AMBV4.SA,D,20070829,000000,127.8000,131.4500,126.5000,130.9900,264400,0
AMBV4.SA,D,20070830,000000,130.9700,135.4800,129.5500,132.8500,373200,0
AMBV4.SA,D,20070831,000000,135.7800,137.8700,134.9400,136.0000,474000,0
AMBV4.SA,D,20070903,000000,134.0100,135.9900,134.0100,135.5000,69400,0
AMBV4.SA,D,20070904,000000,135.5000,138.5100,133.6500,133.6500,398800,0
AMBV4.SA,D,20070905,000000,133.4900,133.9900,131.0000,133.0000,368100,0
AMBV4.SA,D,20070906,000000,134.0000,135.0000,130.9000,130.9000,341600,0
AMBV4.SA,D,20070910,000000,128.9900,130.0900,124.6600,127.3000,360100,0
AMBV4.SA,D,20070911,000000,128.0100,129.9000,126.8000,128.6900,352100,0
AMBV4.SA,D,20070912,000000,128.5000,131.5900,127.5000,131.5900,288100,0
AMBV4.SA,D,20070913,000000,131.0000,132.9800,129.7400,131.2000,176000,0
AMBV4.SA,D,20070914,000000,131.1000,132.9500,129.3600,129.3600,144800,0
AMBV4.SA,D,20070917,000000,129.3600,131.2900,128.0100,128.4000,301000,0
AMBV4.SA,D,20070918,000000,130.9800,130.9800,127.0200,128.3000,521900,0
AMBV4.SA,D,20070919,000000,131.0000,134.4800,129.8000,132.0000,509200,0
AMBV4.SA,D,20070920,000000,134.4800,135.9400,131.9900,133.1100,590500,0
AMBV4.SA,D,20070921,000000,134.0100,136.2200,133.6100,135.5000,446200,0
AMBV4.SA,D,20070924,000000,136.0000,136.0000,132.7000,133.0100,543200,0
AMBV4.SA,D,20070925,000000,133.1000,133.1000,129.8000,131.3500,507000,0
AMBV4.SA,D,20070926,000000,131.8100,131.9600,129.7100,130.0000,351200,0
AMBV4.SA,D,20070927,000000,131.3900,133.5000,130.5000,133.5000,481600,0
AMBV4.SA,D,20070928,000000,132.8100,135.0000,132.0000,135.0000,628500,0
AMBV4.SA,D,20071001,000000,140.0000,141.3200,133.8000,140.9000,633900,0
AMBV4.SA,D,20071002,000000,140.9900,144.0000,138.9000,144.0000,521000,0
AMBV4.SA,D,20071003,000000,143.0000,144.4200,140.1100,143.6100,348200,0
AMBV4.SA,D,20071004,000000,141.2900,144.9800,140.9300,141.2900,349200,0
AMBV4.SA,D,20071005,000000,143.0000,146.5000,143.0000,146.0000,400400,0
AMBV4.SA,D,20071008,000000,146.1600,146.9400,144.2100,145.5000,251300,0
AMBV4.SA,D,20071009,000000,146.2000,146.4900,143.9200,145.7000,568600,0
AMBV4.SA,D,20071010,000000,145.6800,145.6900,141.0500,142.2000,464000,0
AMBV4.SA,D,20071011,000000,144.4000,145.0000,140.1300,142.4000,261900,0
AMBV4.SA,D,20071015,000000,142.2100,143.7000,138.1000,139.5000,419500,0
AMBV4.SA,D,20071016,000000,138.1000,139.0000,135.0000,135.0000,315400,0
AMBV4.SA,D,20071017,000000,137.1600,140.5000,137.0000,140.4000,380000,0
AMBV4.SA,D,20071018,000000,139.4000,144.8900,136.5000,142.5000,272600,0
AMBV4.SA,D,20071019,000000,141.0300,142.4000,137.5100,138.1700,350600,0
AMBV4.SA,D,20071022,000000,136.3100,139.9900,136.0000,138.0100,446800,0
AMBV4.SA,D,20071023,000000,139.0000,143.7900,139.0000,142.2600,365300,0
AMBV4.SA,D,20071024,000000,142.2700,142.7000,139.0000,140.8900,312900,0
AMBV4.SA,D,20071025,000000,141.5000,142.7000,137.5900,137.6000,358100,0
AMBV4.SA,D,20071026,000000,141.3400,141.3400,138.1100,138.8100,274500,0
AMBV4.SA,D,20071029,000000,140.7100,142.3000,140.0700,140.7500,353800,0
AMBV4.SA,D,20071030,000000,141.9900,143.3500,141.0100,141.3000,329300,0
AMBV4.SA,D,20071031,000000,143.0000,144.4800,140.7600,143.0000,357300,0
AMBV4.SA,D,20071101,000000,142.5000,143.9900,141.0000,143.0000,321800,0
AMBV4.SA,D,20071105,000000,142.8200,142.8200,139.5500,141.8900,633900,0
AMBV4.SA,D,20071106,000000,142.6500,144.2800,141.6000,141.7000,239700,0
AMBV4.SA,D,20071107,000000,141.6900,142.0000,139.5200,139.5200,265600,0
AMBV4.SA,D,20071108,000000,134.9400,139.7000,130.2800,132.0000,1155100,0
AMBV4.SA,D,20071109,000000,133.8400,133.8400,127.5200,131.0000,1317600,0
AMBV4.SA,D,20071112,000000,128.5000,130.6000,127.3700,128.5000,934400,0
AMBV4.SA,D,20071113,000000,130.5100,130.7500,127.1100,127.4900,477200,0
AMBV4.SA,D,20071114,000000,129.0000,133.5000,127.6100,132.1100,548400,0
AMBV4.SA,D,20071116,000000,132.0000,132.0000,128.8200,130.5000,433700,0
AMBV4.SA,D,20071119,000000,129.0000,130.5500,126.0100,126.0100,200500,0
AMBV4.SA,D,20071121,000000,126.0100,126.1000,120.8100,122.4800,563100,0
AMBV4.SA,D,20071122,000000,124.0000,124.3000,121.0200,124.0000,204500,0
AMBV4.SA,D,20071123,000000,125.5100,127.3000,124.0000,124.0000,269200,0
AMBV4.SA,D,20071126,000000,126.6000,126.6000,123.0000,123.0000,600300,0
AMBV4.SA,D,20071127,000000,122.9900,127.1900,121.0000,126.0000,545500,0
AMBV4.SA,D,20071128,000000,127.1900,132.7000,126.2000,131.7000,662500,0
AMBV4.SA,D,20071129,000000,131.9000,135.0000,129.0100,131.5000,457200,0
AMBV4.SA,D,20071130,000000,133.4400,135.6700,130.6400,133.5000,1178100,0
AMBV4.SA,D,20071203,000000,133.7900,138.4700,133.1700,138.0000,360100,0
AMBV4.SA,D,20071204,000000,136.9900,137.3800,133.5100,135.5000,296900,0
AMBV4.SA,D,20071205,000000,137.3800,138.0000,134.3100,134.4500,434000,0
AMBV4.SA,D,20071206,000000,136.4800,136.4900,134.0000,135.0000,663700,0
AMBV4.SA,D,20071207,000000,136.4800,136.4900,132.0000,134.2100,498700,0
AMBV4.SA,D,20071210,000000,133.8500,136.0600,133.6100,135.4000,358900,0
AMBV4.SA,D,20071211,000000,135.5000,136.4900,132.8000,133.5000,359400,0
AMBV4.SA,D,20071212,000000,133.5000,134.8000,131.1000,132.8000,430600,0
AMBV4.SA,D,20071213,000000,129.5000,131.9800,129.0000,130.5000,625100,0
AMBV4.SA,D,20071214,000000,130.6000,131.1000,127.1300,129.8000,609200,0
AMBV4.SA,D,20071217,000000,128.0000,128.5000,125.2500,127.0000,550300,0
AMBV4.SA,D,20071218,000000,128.0000,129.2400,125.5900,128.4900,443000,0
AMBV4.SA,D,20071219,000000,127.0000,129.3000,127.0000,129.0000,581400,0
AMBV4.SA,D,20071220,000000,128.7000,129.9000,127.4200,129.3000,463500,0
AMBV4.SA,D,20071221,000000,129.3400,131.4600,127.2900,129.4000,362300,0
AMBV4.SA,D,20071226,000000,130.0000,130.2500,128.9700,129.3000,121500,0
AMBV4.SA,D,20071227,000000,130.2500,130.2500,127.5500,128.5000,116400,0
AMBV4.SA,D,20071228,000000,128.7500,131.2000,128.2500,128.6500,252600,0
AMBV4.SA,D,20080102,000000,128.6500,129.5600,127.5000,128.1000,196100,0
AMBV4.SA,D,20080103,000000,128.0000,131.0000,127.5100,130.8100,272500,0
AMBV4.SA,D,20080104,000000,130.8200,131.3500,127.5600,127.9000,455800,0
AMBV4.SA,D,20080107,000000,127.5600,130.1700,125.7000,128.1000,356400,0
AMBV4.SA,D,20080108,000000,128.2600,129.9000,127.1500,127.1500,332200,0
AMBV4.SA,D,20080109,000000,126.5500,128.0000,124.3600,126.8900,346100,0
AMBV4.SA,D,20080110,000000,127.5000,133.9900,125.5000,131.0500,474800,0
AMBV4.SA,D,20080111,000000,131.7900,132.6600,129.0000,129.9000,302100,0
AMBV4.SA,D,20080114,000000,131.0000,131.0000,127.3300,128.8000,111000,0
AMBV4.SA,D,20080115,000000,128.0000,129.9800,124.5500,124.9000,567700,0
AMBV4.SA,D,20080116,000000,122.0100,126.8000,120.5000,123.0000,440300,0
AMBV4.SA,D,20080117,000000,124.0400,124.8800,117.9000,117.9000,394600,0
AMBV4.SA,D,20080118,000000,120.4900,122.0000,117.8600,120.9000,410400,0
AMBV4.SA,D,20080121,000000,116.9500,120.3000,114.0000,116.6000,592300,0
AMBV4.SA,D,20080122,000000,115.5900,122.9400,115.5900,120.3000,713200,0
AMBV4.SA,D,20080123,000000,118.0000,119.9900,116.3100,118.0000,780900,0
AMBV4.SA,D,20080124,000000,122.0000,127.0000,121.0100,123.5000,524400,0
AMBV4.SA,D,20080128,000000,120.0000,127.9300,118.9000,127.0000,374200,0
AMBV4.SA,D,20080129,000000,127.0000,127.4400,125.0000,125.5000,458700,0
AMBV4.SA,D,20080130,000000,124.8000,127.0000,123.8100,127.0000,249000,0
AMBV4.SA,D,20080131,000000,126.4500,126.4900,122.5000,123.5000,584400,0
AMBV4.SA,D,20080201,000000,124.5000,132.6000,123.5100,131.9900,596800,0
AMBV4.SA,D,20080206,000000,128.3800,129.7000,127.4800,128.0000,200500,0
AMBV4.SA,D,20080207,000000,127.4800,133.0100,125.4200,132.0000,319800,0
AMBV4.SA,D,20080208,000000,132.0100,133.0000,129.4700,129.5300,225200,0
AMBV4.SA,D,20080211,000000,129.4800,135.6200,129.3200,134.0000,264900,0
AMBV4.SA,D,20080212,000000,134.9900,138.2400,134.9900,138.0000,678900,0
AMBV4.SA,D,20080213,000000,137.0200,140.0000,136.8600,137.5000,540100,0
AMBV4.SA,D,20080214,000000,139.9500,139.9500,131.8100,131.8100,435200,0
AMBV4.SA,D,20080215,000000,131.0000,132.9000,129.3000,131.0000,151800,0
AMBV4.SA,D,20080218,000000,132.2100,136.0000,132.2100,134.6000,94600,0
AMBV4.SA,D,20080219,000000,135.8400,136.0000,132.4900,132.6100,292600,0
AMBV4.SA,D,20080220,000000,133.0000,135.1400,131.3000,134.0000,233700,0
AMBV4.SA,D,20080221,000000,135.5000,136.3000,132.8700,133.5000,158700,0
AMBV4.SA,D,20080222,000000,135.6900,136.2000,133.3000,136.0000,186500,0
AMBV4.SA,D,20080225,000000,135.0000,138.1900,135.0000,138.1900,187700,0
AMBV4.SA,D,20080226,000000,137.0000,143.2800,136.2100,140.7600,687300,0
AMBV4.SA,D,20080227,000000,140.3000,144.2600,140.3000,142.9900,486900,0
AMBV4.SA,D,20080228,000000,144.0100,149.0000,144.0100,146.8000,685100,0
AMBV4.SA,D,20080229,000000,144.0000,145.5000,138.5000,139.6000,554800,0
AMBV4.SA,D,20080303,000000,139.6000,142.7900,138.0100,142.7000,387000,0
AMBV4.SA,D,20080304,000000,141.9900,141.9900,137.5300,141.0000,338800,0
AMBV4.SA,D,20080305,000000,141.0000,141.5000,137.5600,138.6000,434600,0
AMBV4.SA,D,20080306,000000,138.7000,138.9900,133.7000,133.7000,529800,0
AMBV4.SA,D,20080307,000000,133.4900,134.8100,130.3500,130.9000,351700,0
AMBV4.SA,D,20080310,000000,130.8500,133.9800,128.4500,130.4000,296400,0
AMBV4.SA,D,20080311,000000,134.0000,134.1000,132.5000,133.9900,490000,0
AMBV4.SA,D,20080312,000000,134.4900,135.0000,132.3900,132.5000,230100,0
AMBV4.SA,D,20080313,000000,130.0100,135.5000,129.0200,135.1900,370200,0
AMBV4.SA,D,20080314,000000,135.9800,136.4000,132.7700,135.0500,325400,0
AMBV4.SA,D,20080318,000000,136.4900,138.5000,134.0000,138.5000,532100,0
AMBV4.SA,D,20080319,000000,138.6000,139.5100,131.0100,131.0100,343300,0
AMBV4.SA,D,20080320,000000,131.3900,134.5500,129.7100,133.1000,331300,0
AMBV4.SA,D,20080325,000000,140.0000,140.0000,137.1100,139.4500,451700,0
AMBV4.SA,D,20080326,000000,137.1100,139.4300,136.8000,138.6900,402700,0
AMBV4.SA,D,20080327,000000,137.3000,139.1200,135.1700,135.9800,287400,0
AMBV4.SA,D,20080328,000000,134.9000,136.0000,132.3500,134.9000,219300,0
AMBV4.SA,D,20080331,000000,132.3600,134.9900,129.8000,132.0000,474900,0
AMBV4.SA,D,20080401,000000,132.7000,137.6900,132.7000,136.7000,538200,0
AMBV4.SA,D,20080402,000000,137.9900,137.9900,136.3000,137.2000,337600,0
AMBV4.SA,D,20080403,000000,136.9800,139.4800,136.3100,139.0900,363500,0
AMBV4.SA,D,20080404,000000,139.0000,139.0000,136.2000,137.5000,199400,0
AMBV4.SA,D,20080407,000000,137.9900,138.4900,133.3000,133.5500,352500,0
AMBV4.SA,D,20080408,000000,133.9900,133.9900,131.7400,132.5500,493600,0
AMBV4.SA,D,20080409,000000,131.8000,133.7900,131.2100,131.3200,187700,0
AMBV4.SA,D,20080410,000000,131.8000,136.2000,131.0000,136.2000,333100,0
AMBV4.SA,D,20080411,000000,134.2000,134.3100,130.5000,131.2100,305900,0
AMBV4.SA,D,20080414,000000,131.2100,132.5000,130.0000,131.1500,146900,0
AMBV4.SA,D,20080415,000000,130.0000,132.0000,130.0000,131.9000,119600,0
AMBV4.SA,D,20080416,000000,133.0000,134.2900,131.8000,132.0000,330500,0
AMBV4.SA,D,20080417,000000,131.7900,131.7900,127.5100,127.5100,519600,0
AMBV4.SA,D,20080418,000000,129.6000,130.0000,127.5500,128.3000,307500,0
AMBV4.SA,D,20080422,000000,128.3500,128.3500,124.1500,124.7000,379200,0
AMBV4.SA,D,20080423,000000,125.5000,126.0000,121.5000,122.2700,372100,0
AMBV4.SA,D,20080424,000000,123.0100,124.0800,121.2100,123.0000,445800,0
AMBV4.SA,D,20080425,000000,124.1000,125.0000,121.8000,122.7600,433800,0
AMBV4.SA,D,20080428,000000,123.0200,125.8700,123.0100,125.0100,269800,0
AMBV4.SA,D,20080429,000000,124.5000,124.8300,119.5000,119.8700,344700,0
AMBV4.SA,D,20080430,000000,122.0000,123.9400,119.3000,123.9400,759600,0
AMBV4.SA,D,20080502,000000,127.9700,131.4900,126.5600,131.3000,1107600,0
AMBV4.SA,D,20080505,000000,131.1000,133.5000,129.0300,130.9900,392000,0
AMBV4.SA,D,20080506,000000,131.6700,132.0000,129.1100,130.7100,541700,0
AMBV4.SA,D,20080507,000000,130.0500,132.7700,128.1200,128.1200,486500,0
AMBV4.SA,D,20080508,000000,125.5000,128.9500,125.0000,127.5000,725800,0
AMBV4.SA,D,20080509,000000,127.0000,127.0000,124.5000,125.0000,540200,0
AMBV4.SA,D,20080512,000000,126.5000,127.4200,124.5300,127.2000,916500,0
AMBV4.SA,D,20080513,000000,128.0000,129.0500,125.9000,128.8000,539200,0
AMBV4.SA,D,20080514,000000,128.7500,129.3900,128.1100,129.1000,375300,0
AMBV4.SA,D,20080515,000000,129.1800,130.2500,128.1500,130.0000,360900,0
AMBV4.SA,D,20080516,000000,130.1000,130.5100,129.0200,129.6000,847100,0
AMBV4.SA,D,20080519,000000,129.6000,129.6000,126.0200,126.5000,715700,0
AMBV4.SA,D,20080520,000000,125.2200,126.2000,124.0500,126.0000,638200,0
AMBV4.SA,D,20080521,000000,126.0000,126.0000,122.2000,122.6000,607500,0
AMBV4.SA,D,20080523,000000,122.6600,123.3700,119.0200,119.1600,562600,0
AMBV4.SA,D,20080526,000000,119.9900,122.4000,119.7000,120.0100,194200,0
AMBV4.SA,D,20080527,000000,122.0000,122.4800,118.0300,118.6000,465300,0
AMBV4.SA,D,20080528,000000,119.0100,119.5000,115.4500,115.5000,955900,0
AMBV4.SA,D,20080529,000000,114.5800,117.4900,113.0100,113.0100,1007800,0
AMBV4.SA,D,20080530,000000,115.3000,115.5900,112.1800,113.4000,780100,0
AMBV4.SA,D,20080602,000000,114.0000,114.2000,109.5600,110.8000,705100,0
AMBV4.SA,D,20080603,000000,110.8900,112.3000,107.7100,107.7100,476600,0
AMBV4.SA,D,20080604,000000,107.7100,110.5000,105.8400,108.5900,732400,0
AMBV4.SA,D,20080605,000000,110.0000,111.4900,108.5000,111.0000,310100,0
AMBV4.SA,D,20080606,000000,111.8500,111.8900,108.0700,109.0000,395300,0
AMBV4.SA,D,20080610,000000,107.8900,107.9800,105.5100,106.4000,485100,0
AMBV4.SA,D,20080611,000000,106.8000,106.9700,104.8000,106.2000,546400,0
AMBV4.SA,D,20080612,000000,108.0000,119.5000,105.5500,114.8500,2328400,0
AMBV4.SA,D,20080613,000000,116.1000,116.9400,111.1100,112.3100,553100,0
